Date,Open,High,Low,Close,Volume,,
2016-02-23,36.5,37.35,35.4,35.55,138757,,
2016-02-22,36.65,37.35,36,36.6,91105,,
2016-02-19,35.9,37.8,35.75,36.15,82917,,
2016-02-18,37.05,37.8,35.8,36.45,109511,,
2016-02-17,36.75,37.25,34.2,36,120917,,
2016-02-16,39.6,40.45,36.3,36.75,156472,,
2016-02-15,40.5,40.85,39.2,39.65,209574,,
2016-02-12,37.95,40.45,35.05,38,285160,,
2016-02-11,39.05,40.4,36.1,37.05,200429,,
2016-02-10,43.2,43.8,35.7,39.8,378292,,
2016-02-09,42.5,44.7,42.3,43.55,143356,,
2016-02-08,45.4,46.25,43.7,44.15,106232,,
2016-02-05,40.95,45.7,40.95,44.95,213884,,
2016-02-04,44.3,45.4,41.4,41.8,157367,,
2016-02-03,44.35,45.25,43.2,43.65,176874,,
2016-02-02,48.35,49,45.5,46.2,133559,,
2016-02-01,48.8,50.1,47.5,47.9,167103,,
2016-01-29,48.3,50.75,47.1,47.5,311359,,
2016-01-28,45.1,49.7,45,47.65,432329,,
2016-01-27,45.95,46.5,44.5,44.85,132090,,
2016-01-26,45.1,45.1,45.1,45.1,0,,
2016-01-25,44.95,46.75,44.2,45.1,217549,,
2016-01-22,44,44.45,42.9,43.8,293895,,
2016-01-21,43.4,43.8,41.55,42.2,206623,,
2016-01-20,40.6,42.7,39.6,41.65,289421,,
2016-01-19,40.4,43.8,40.4,42.45,240843,,
2016-01-18,42.2,43.65,39.1,40.4,497852,,
2016-01-15,47.6,49.5,42.6,43.55,301036,,
2016-01-14,47.5,48.85,45.4,47.25,476498,,
2016-01-13,52.3,54.45,44.5,49.15,988708,,
2016-01-12,54.75,55.25,50.6,51.3,592202,,
2016-01-11,56,57.9,53.85,54.3,695723,,
2016-01-08,56.2,59.35,56,57,634693,,
2016-01-07,56.4,57,54.1,55.05,529056,,
2016-01-06,62.1,62.45,57.25,58.25,824322,,
2016-01-05,63.45,64.8,61.05,61.6,1093223,,
2016-01-04,55.7,63.35,55.65,62.35,1899747,,
2016-01-01,52.2,57.4,51.95,55.85,983339,,
2015-12-31,52.5,52.85,51.3,51.75,127593,,
2015-12-30,53.45,54.35,52.05,52.25,141156,,
2015-12-29,53.35,54.95,52.5,53.3,255762,,
2015-12-28,52.9,55.3,52.9,53.85,331962,,
2015-12-25,52.65,52.65,52.65,52.65,0,,
2015-12-24,52.1,53.8,52.1,52.65,251556,,
2015-12-23,52.6,53.5,51.8,52.3,174889,,
2015-12-22,52,54.3,51.7,52.25,303889,,
2015-12-21,51.1,53.8,51,52.65,217611,,
2015-12-18,52.65,54.2,51.6,51.9,424810,,
2015-12-17,49.75,53.5,49.1,52.9,648849,,
2015-12-16,50.05,51.35,48.1,48.7,389017,,
2015-12-15,44.9,49,44.5,49,548169,,
2015-12-14,44,46,42.65,44.55,238487,,
2015-12-11,46.4,47.2,44,44.85,248843,,
2015-12-10,46.3,46.85,44.1,46,557254,,
2015-12-09,49.5,50.2,44.75,45,570733,,
2015-12-08,48.95,51.9,48.1,49.7,705184,,
2015-12-07,50.7,51,48.4,49.15,308889,,
2015-12-04,51,52.45,47.4,49.85,490605,,
2015-12-03,53.35,53.5,50.45,51,451804,,
2015-12-02,53.55,56.25,52.4,52.95,814324,,
2015-12-01,55.2,55.45,52.55,53.55,788583,,
2015-11-30,49.5,56.4,49.5,54.9,1622285,,
2015-11-27,51.5,53.5,48.35,49.75,1838848,,
2015-11-26,41.6,50.25,41,50.25,2263993,,
2015-11-25,41.9,41.9,41.9,41.9,0,,
2015-11-24,43.3,43.5,41.6,41.9,121663,,
2015-11-23,44.2,44.55,42.5,42.75,186219,,
2015-11-20,44.8,44.8,42.65,43.2,190751,,
2015-11-19,43.3,44.7,43.3,43.65,219322,,
2015-11-18,43.55,45,42.3,43.15,522642,,
2015-11-17,43.25,44.75,42,43.25,330381,,
2015-11-16,42.55,44.2,41.65,42.75,755057,,
2015-11-13,38.5,42,37.35,41.1,424129,,
2015-11-12,39,39,39,39,0,,
2015-11-11,37.55,39.4,37.55,39,128002,,
2015-11-10,37,40.65,37,37.6,261755,,
2015-11-09,33.9,39.35,32.45,37.95,336404,,
2015-11-06,34.95,35.7,33.4,34.25,79994,,
2015-11-05,36.15,36.3,34.3,34.4,52347,,
2015-11-04,36,37,35.5,35.75,59270,,
2015-11-03,35.45,37.35,34.9,35.85,94127,,
2015-11-02,36.6,37.2,34.7,35,190392,,
2015-10-30,35.7,38.7,35,36.35,193765,,
2015-10-29,36.85,36.85,35.5,35.85,45742,,
2015-10-28,36.5,37.2,35.6,36.4,74586,,
2015-10-27,35.75,37.6,35,36.3,111519,,
2015-10-26,37,37.85,35.6,35.9,123475,,
2015-10-23,38.1,38.8,36.65,37.15,84535,,
2015-10-22,37.95,37.95,37.95,37.95,0,,
2015-10-21,38.8,39.65,37.25,37.95,102195,,
2015-10-20,39.15,40.8,38.75,38.85,148600,,
2015-10-19,38.2,40,38.1,39.1,123158,,
2015-10-16,41.8,41.9,37.75,38.45,323406,,
2015-10-15,41.5,43.4,41.05,41.45,216770,,
2015-10-14,41.25,43.9,40.8,41.2,370254,,
2015-10-13,39.95,42.8,39.6,41.9,462473,,
2015-10-12,42,43.3,39,40.05,473370,,
2015-10-09,36.2,43,36.2,42.3,1327257,,
2015-10-08,35.4,37.9,32.55,36.5,531167,,
2015-10-07,28.7,34.7,28.25,34.55,743623,,
2015-10-06,28.95,30,28.6,28.95,118442,,
2015-10-05,26.65,29.9,26.65,28.45,213371,,
2015-10-02,27.25,27.25,27.25,27.25,0,,
2015-10-01,27.65,27.75,27.15,27.25,36200,,
2015-09-30,28.9,28.9,27.1,27.3,36943,,
2015-09-29,28.2,28.9,27.1,27.4,91833,,
2015-09-28,28.5,29.85,28,28.25,58822,,
2015-09-25,28.3,28.3,28.3,28.3,0,,
2015-09-24,27.7,29,27.7,28.3,112782,,
2015-09-23,28.15,29.05,26.6,28.25,32110,,
2015-09-22,28.2,31.15,28,28.7,96830,,
2015-09-21,26.75,29.7,26.55,29.2,68910,,
2015-09-18,28.45,29.6,26.75,27.2,59487,,
2015-09-17,27.85,27.85,27.85,27.85,0,,
2015-09-16,26,28.6,26,27.85,119974,,
2015-09-15,26.25,26.5,25.25,26,13077,,
2015-09-14,26.15,27,25.8,26.25,29376,,
2015-09-11,26.4,26.9,25.65,25.8,22521,,
2015-09-10,24.15,26,24.15,25.7,28110,,
2015-09-09,26.3,26.4,25.8,26.1,26281,,
2015-09-08,24.6,26.05,24.2,25.1,48283,,
2015-09-07,25.8,26.4,24.25,25,36664,,
2015-09-04,26.6,26.9,25.35,25.7,59572,,
2015-09-03,27.35,27.95,26.6,26.85,64574,,
2015-09-02,26.6,27.9,25.2,26.95,103129,,
2015-09-01,27.7,27.7,25.8,26.1,93938,,
2015-08-31,28.5,29.7,27.45,27.85,46947,,
2015-08-28,29.8,29.85,28.35,28.7,88622,,
2015-08-27,27.65,29.45,27.65,28.4,89919,,
2015-08-26,27,29.4,26.15,27.6,145729,,
2015-08-25,28.35,29.9,27,27.45,152373,,
2015-08-24,31.4,32.45,29.95,29.95,137088,,
2015-08-21,30.45,34.45,30.05,33.25,151729,,
2015-08-20,35,35,30.75,31.8,186950,,
2015-08-19,33.8,35.8,32.95,34.15,160614,,
2015-08-18,32.1,34.8,32,33.45,136735,,
2015-08-17,33.1,33.1,31.25,31.9,160943,,
2015-08-14,32.5,35.3,30,32.9,297504,,
2015-08-13,33.5,35.3,31.6,32.35,136270,,
2015-08-12,35.1,35.95,33.5,33.95,126058,,
2015-08-11,37.7,38.1,34.85,35.45,222576,,
2015-08-10,34.95,37.85,34.9,37.7,671343,,
2015-08-07,33.9,35.5,33.9,34.45,121545,,
2015-08-06,34.75,35.75,33.25,33.55,258751,,
2015-08-05,36.4,36.95,34.5,34.75,186360,,
2015-08-04,35.55,36.5,34,36.2,290126,,
2015-08-03,33.45,34.8,33.1,34.8,190441,,
2015-07-31,35.4,35.4,33.1,33.15,98573,,
2015-07-30,35.1,35.45,34.45,34.8,83892,,
2015-07-29,35.2,36.45,33.9,34.4,247647,,
2015-07-28,34,36.65,33.3,35.2,781771,,
2015-07-27,37,37,34.95,34.95,85061,,
2015-07-24,38.3,39.45,36.75,36.75,283538,,
2015-07-23,39.45,40.4,37.3,38.65,1000575,,
2015-07-22,34,37.3,33.95,37.3,676584,,
2015-07-21,31.7,34.3,30.4,33.95,1325812,,
2015-07-20,28.5,31.2,28.5,31.2,705012,,
2015-07-17,28.85,30.3,28.1,28.4,130745,,
2015-07-16,30.6,30.6,28.35,28.9,143582,,
2015-07-15,31.7,31.95,29.75,29.95,246898,,
2015-07-14,30.8,32.45,29.55,31.05,666793,,
2015-07-13,27.05,30.35,26.85,30.35,599321,,
2015-07-10,29.95,30.35,27.25,27.6,244738,,
2015-07-09,29.1,31.5,28.9,29.65,646687,,
2015-07-08,26,29.75,25.5,28.7,841720,,
2015-07-07,26,29.1,24.25,26.75,1247499,,
2015-07-06,20.9,25.55,20.7,25.55,690983,,
2015-07-03,20.65,22.5,20.5,21.3,165996,,
2015-07-02,20.85,21.5,20.45,20.85,84274,,
2015-07-01,20.35,21.3,20.35,20.6,61148,,
2015-06-30,19.55,22.1,19.3,20.5,170176,,
2015-06-29,20.15,20.15,19.15,19.75,43369,,
2015-06-26,20.4,20.7,19.75,20.1,23398,,
2015-06-25,21.55,21.55,20.15,20.45,39929,,
2015-06-24,20.8,21.35,20.3,20.65,32742,,
2015-06-23,21.1,21.5,20.75,20.95,32457,,
2015-06-22,22.35,22.35,20.95,21.1,47989,,
2015-06-19,20,22.85,20,21.45,289527,,
2015-06-18,19.75,20.2,19.6,19.9,17327,,
2015-06-17,20.05,20.5,17,19.6,154914,,
2015-06-16,20.7,20.7,19.2,19.55,39230,,
2015-06-15,19.35,20.45,19,20.05,33727,,
2015-06-12,19.4,20.15,19,19.4,24044,,
2015-06-11,21.05,21.5,19.55,19.65,45455,,
2015-06-10,20.7,21.2,20.3,20.8,21759,,
2015-06-09,19.95,20.9,19.5,20.45,37268,,
2015-06-08,20.5,21.4,19.95,20.15,47003,,
2015-06-05,20.75,21.4,20.3,20.4,44754,,
2015-06-04,20.45,21.8,19.9,21.1,59835,,
2015-06-03,22.15,22.15,18.5,20.65,124823,,
2015-06-02,23.05,23.5,21.55,22.1,70343,,
2015-06-01,23.3,23.6,22.6,22.75,29177,,
2015-05-29,23.6,24.55,23.15,23.3,34665,,
2015-05-28,23.75,24.45,23.05,23.35,49415,,
2015-05-27,24.45,24.8,23.5,24,72523,,
2015-05-26,23.3,25.35,23.1,24.4,286916,,
2015-05-25,23.85,24,22.55,22.85,58253,,
2015-05-22,22.1,25,22.05,23.5,224102,,
2015-05-21,23,23.1,21.75,22.3,63027,,
2015-05-20,23.45,23.45,21.6,22.2,84811,,
2015-05-19,23.4,24.8,22.55,23.05,241650,,
2015-05-18,22.4,24.4,22.4,23.6,588757,,
2015-05-15,17.9,20.4,17.8,20.4,131145,,
2015-05-14,16.75,17.2,16.55,17,25284,,
2015-05-13,16.9,17.35,16.5,17.15,28468,,
2015-05-12,17.15,17.5,16.85,16.9,7573,,
2015-05-11,17.2,17.6,17.05,17.45,9710,,
2015-05-08,17,17.75,16.95,17.25,15539,,
2015-05-07,18.1,18.1,16.85,17.1,24209,,
2015-05-06,17.85,18,17,17.35,25797,,
2015-05-05,18.2,18.2,17,17.5,43454,,
2015-05-04,18.1,18.85,17.7,18.1,9899,,
2015-05-01,18.05,18.05,18.05,18.05,0,,
2015-04-30,18.6,18.6,17.5,18.05,9432,,
2015-04-29,17.1,18.5,17.1,17.85,42394,,
2015-04-28,18.2,18.2,16.6,17.75,20462,,
2015-04-27,17.8,18.15,17.1,17.3,22639,,
2015-04-24,18.35,18.4,17.65,17.75,27052,,
2015-04-23,18.95,19.1,18.2,18.35,29641,,
2015-04-22,18.5,19,17.6,18.75,25186,,
2015-04-21,18.6,19.5,18.5,18.6,37559,,
2015-04-20,19.05,19.75,18.55,18.85,28770,,
2015-04-17,19.45,19.8,19.15,19.25,20241,,
2015-04-16,19.85,20.65,19.5,19.6,38845,,
2015-04-15,20.7,20.7,19.2,19.8,43392,,
2015-04-14,19.75,19.75,19.75,19.75,0,,
2015-04-13,19.55,20.2,19.5,19.75,57002,,
2015-04-10,19.45,20.15,19.3,19.8,53150,,
2015-04-09,20.1,20.4,19.55,19.6,26825,,
2015-04-08,21.3,21.35,18.75,19.65,100524,,
2015-04-07,21.85,21.85,20.35,20.85,49802,,
2015-04-06,19.45,21.5,19,21.05,93949,,
2015-04-03,19.65,19.65,19.65,19.65,0,,
2015-04-02,19.65,19.65,19.65,19.65,0,,
2015-04-01,19,20,18.7,19.65,35053,,
2015-03-31,19.25,21.35,18.9,19.3,182701,,
2015-03-30,15.25,18.5,15.2,18.5,183164,,
2015-03-27,15.2,16.5,15.2,15.45,120206,,
2015-03-26,16.2,16.4,15.4,16.1,64615,,
2015-03-25,17.05,17.2,16.1,16.65,126121,,
2015-03-24,19,19.2,16.5,17.2,79896,,
2015-03-23,19.5,19.9,18.4,18.6,59475,,
2015-03-20,21.05,21.35,19.75,20,53982,,
2015-03-19,22.2,22.45,21,21.35,49539,,
2015-03-18,22.65,22.7,21.55,22.05,28062,,
2015-03-17,22.15,22.8,22.1,22.45,32697,,
2015-03-16,22.35,22.95,22.15,22.35,28107,,
2015-03-13,22.8,23.25,22.3,22.45,40682,,
2015-03-12,22.7,23.45,22.6,22.85,47332,,
2015-03-11,23.3,23.8,22.6,22.85,53243,,
2015-03-10,23.25,24,23,23.25,48602,,
2015-03-09,22.4,23.7,22.4,23.2,88403,,
2015-03-06,23.75,23.75,23.75,23.75,0,,
2015-03-05,22.3,24.35,22.3,23.75,109851,,
2015-03-04,22.95,23.3,22.25,22.3,77765,,
2015-03-03,23.4,23.45,22.4,22.7,32362,,
2015-03-02,23.8,23.8,22.05,22.55,43302,,
2015-02-27,21.9,23.55,21.5,23.1,73927,,
2015-02-26,22.3,22.75,21.7,21.9,39489,,
2015-02-25,22.3,22.85,22.2,22.45,38107,,
2015-02-24,22.55,22.85,21.65,22.25,83093,,
2015-02-23,23.5,24.2,22.4,22.7,115672,,
2015-02-20,23.65,24.4,23.1,23.75,85180,,
2015-02-19,24.25,24.9,23.4,23.65,96389,,
2015-02-18,24.9,24.9,22.9,23.95,114230,,
2015-02-17,22.8,22.8,22.8,22.8,0,,
2015-02-16,24,24.95,21.4,22.8,489341,,
2015-02-13,31.4,31.7,25.05,25.75,649134,,
2015-02-12,28.65,33.45,28.45,30.65,275389,,
2015-02-11,29.25,29.7,28.4,28.75,94761,,
2015-02-10,28.3,29.4,27.6,28.85,72813,,
2015-02-09,27,28.75,27,27.75,148744,,
2015-02-06,29.55,30.8,25.4,27.45,178693,,
2015-02-05,30.85,30.85,29.25,29.55,91286,,
2015-02-04,31,31.3,29.75,30.25,128327,,
2015-02-03,31.45,32.55,30.45,30.85,160770,,
2015-02-02,29.5,32.8,29.5,31.65,215472,,
2015-01-30,30.55,31.5,29.3,29.9,151259,,
2015-01-29,31.1,31.5,29.4,30.05,104429,,
2015-01-28,31.8,33.5,29.45,31.05,303954,,
2015-01-27,27.9,30.65,27.6,30.65,312096,,
2015-01-26,27.9,27.9,27.9,27.9,0,,
2015-01-23,29.5,30.4,27.5,27.9,218757,,
2015-01-22,30.35,30.6,28,29.25,142934,,
2015-01-21,31.15,31.95,29.1,29.6,191470,,
2015-01-20,33.4,34.5,30.6,31.05,786369,,
2015-01-19,27.85,32.8,27.65,32.8,1266733,,
2015-01-16,29,29,26.4,27.35,183745,,
2015-01-15,30.45,30.45,27.55,28.35,307764,,
2015-01-14,27.8,30.2,27,28.75,1293816,,
2015-01-13,22.35,26.45,21.95,26.45,954937,,
2015-01-12,21.15,22.35,21,22.05,44262,,
2015-01-09,21.9,21.9,21.05,21.15,24501,,
2015-01-08,21.5,22.2,21.3,21.55,53746,,
2015-01-07,21.7,22.1,20.5,21.15,53641,,
2015-01-06,22.55,22.9,21.3,21.55,42754,,
2015-01-05,22.75,23.5,22,22.95,56218,,
2015-01-02,22.95,24.1,22.2,23.1,129636,,
2015-01-01,22.7,23,22.2,22.65,32412,,
2014-12-31,21.4,23.1,21.4,22.55,52003,,
2014-12-30,22,22.25,21.35,21.4,21759,,
2014-12-29,21,22.45,21,21.85,54514,,
2014-12-26,21.6,22,20.8,21,36546,,
2014-12-25,21.6,21.6,21.6,21.6,0,,
2014-12-24,20.95,22.9,20.85,21.6,61981,,
2014-12-23,22.6,22.6,20.8,21.1,30846,,
2014-12-22,22.8,22.8,21.65,21.8,41459,,
2014-12-19,22.5,23.2,21.8,22.15,46167,,
2014-12-18,22.8,23.3,22.2,22.75,43284,,
2014-12-17,22.25,22.8,20.25,21.8,67936,,
2014-12-16,24,24.2,22.1,22.15,114436,,
2014-12-15,21.85,24.4,21.5,24,209220,,
2014-12-12,21.05,23.4,21.05,22.1,123911,,
2014-12-11,21.25,21.45,20.6,21.25,40248,,
2014-12-10,20.55,22.1,20.5,21.45,50442,,
2014-12-09,21.5,21.9,20.1,20.7,47154,,
2014-12-08,20.8,22.4,20.8,21.5,86739,,
2014-12-05,22.5,22.75,20.95,21.1,128279,,
2014-12-04,20.3,22.4,20.3,22.3,303002,,
2014-12-03,19.8,20.75,19.3,20.4,85698,,
2014-12-02,20.4,20.4,19.35,20.1,35682,,
2014-12-01,19.6,20.5,19.6,19.85,36875,,
2014-11-28,19.8,20.75,19.8,20.4,36170,,
2014-11-27,20,20.65,19.75,19.95,21551,,
2014-11-26,20.15,20.75,20,20.35,17805,,
2014-11-25,21.95,22,20,20.4,87854,,
2014-11-24,19.8,21.75,19.55,21.65,149134,,
2014-11-21,20,20.35,19.5,19.8,32598,,
2014-11-20,20,20.65,19.5,20.15,22940,,
2014-11-19,21,21,20.05,20.1,50789,,
2014-11-18,22.1,22.1,20.5,21.1,97522,,
2014-11-17,20.9,21.5,20,21.45,155132,,
2014-11-14,18.6,20.2,18.6,19.55,19449,,
2014-11-13,20.4,20.9,19.7,19.95,22262,,
2014-11-12,19.3,20.9,18.6,20.3,80588,,
2014-11-11,20.15,20.15,19,19.45,45833,,
2014-11-10,19.8,20.1,18.8,19.95,44718,,
2014-11-07,20.85,20.85,19.15,19.2,63401,,
2014-11-06,20.15,20.15,20.15,20.15,0,,
2014-11-05,21.45,21.45,19.55,20.15,112878,,
2014-11-04,20.45,20.45,20.45,20.45,0,,
2014-11-03,20.45,20.45,20.45,20.45,8868,,
2014-10-31,19.5,19.5,18.8,19.5,41058,,
2014-10-30,18.2,18.6,18,18.6,68686,,
2014-10-29,18,18.4,17.7,17.75,24472,,
2014-10-28,17.85,18.85,17.8,17.95,26665,,
2014-10-27,18.5,19,18.25,18.5,40253,,
2014-10-24,18.1,18.1,18.1,18.1,0,,
2014-10-23,18.5,18.5,17.8,18.1,4536,,
2014-10-22,17.6,18.05,17.55,17.9,5868,,
2014-10-21,17.7,18.05,17.7,17.75,8070,,
2014-10-20,17.8,18.85,17.8,18,22084,,
2014-10-17,18.55,18.55,18,18,11705,,
2014-10-16,17.6,18.55,17.3,18.4,41773,,
2014-10-15,17.7,17.7,17.7,17.7,0,,
2014-10-14,18.65,18.65,17.5,17.7,23119,,
2014-10-13,18.2,18.5,17.95,18,18159,,
2014-10-10,18.1,18.95,17.9,18.2,39738,,
2014-10-09,18.5,18.8,18.2,18.6,54011,,
2014-10-08,18.9,18.95,17.8,17.95,21838,,
2014-10-07,18.25,18.9,18,18.05,9784,,
2014-10-06,18.5,18.5,18.5,18.5,0,,
2014-10-03,18.5,18.5,18.5,18.5,0,,
2014-10-02,18.5,18.5,18.5,18.5,0,,
2014-10-01,19,19.6,18.05,18.5,39225,,
2014-09-30,19.85,19.85,18.85,19,23735,,
2014-09-29,20.4,20.45,19.4,19.4,130509,,
2014-09-26,20.05,21.7,19.95,20.4,45262,,
2014-09-25,21.85,21.85,20.8,20.95,30531,,
2014-09-24,22.1,22.7,21.5,21.85,25845,,
2014-09-23,23.85,23.9,22.1,22.3,51247,,
2014-09-22,22,23.35,22,23.15,104087,,
2014-09-19,22.95,23.1,22,22.25,64605,,
2014-09-18,22.8,23.4,22.3,22.8,34292,,
2014-09-17,22.35,22.8,22,22.55,17418,,
2014-09-16,23,24,22.05,22.4,65964,,
2014-09-15,22.2,23.4,22.2,23.05,38533,,
2014-09-12,23.45,23.45,22.2,22.9,59598,,
2014-09-11,23.5,24.4,22.65,22.85,46213,,
2014-09-10,24.45,24.45,24.45,24.45,0,,
2014-09-09,24,24.45,23.6,24.45,117977,,
2014-09-08,22.2,23.3,22.2,23.3,65657,,
2014-09-05,22.9,22.95,22.05,22.2,93251,,
2014-09-04,23.2,23.3,22.15,22.95,76503,,
2014-09-03,25.7,25.7,23.3,23.3,183973,,
2014-09-02,22.45,24.5,22.15,24.5,170986,,
2014-09-01,21.6,22.9,20.55,22.3,156891,,
2014-08-29,21.05,21.05,21.05,21.05,0,,
2014-08-28,20.7,21.65,20.1,21.05,119217,,
2014-08-27,18.25,19.8,18.05,19.8,49760,,
2014-08-26,19.25,19.3,17.7,18,35742,,
2014-08-25,19.8,21,19.25,19.65,56317,,
2014-08-22,18.4,20.1,18.4,19.4,90704,,
2014-08-21,16.8,18.55,16.8,18.55,98256,,
2014-08-20,16.7,17.65,16.35,16.9,20711,,
2014-08-19,16.05,17.25,16.05,16.75,28512,,
2014-08-18,18.5,18.5,16.65,16.8,71902,,
2014-08-15,18.5,18.5,18.5,18.5,0,,
2014-08-14,18.05,18.55,18.05,18.5,19429,,
2014-08-13,18.9,18.9,17.7,18.35,35846,,
2014-08-12,17.75,19,17.75,18.8,13168,,
2014-08-11,18.05,18.9,17.85,18.3,9209,,
2014-08-08,18.5,18.9,18,18.2,26603,,
2014-08-07,18.35,19.2,18.35,18.8,16334,,
2014-08-06,18,19.2,18,18.7,59201,,
2014-08-05,19,19.25,18,19.05,12939,,
2014-08-04,18.75,19.4,18.5,19,22323,,
2014-08-01,18.5,19,18.25,18.5,15783,,
2014-07-31,17.8,19,17.8,18.15,29763,,
2014-07-30,19,19.2,18.3,18.45,49106,,
2014-07-29,19.15,19.15,19.15,19.15,0,,
2014-07-28,19.75,19.95,19.05,19.15,27915,,
2014-07-25,20.65,21.45,19.85,20.05,16821,,
2014-07-24,21,21.35,20.6,20.65,16892,,
2014-07-23,21,21.3,20.55,20.75,20382,,
2014-07-22,20.1,21.3,20.1,21.1,41086,,
2014-07-21,20.5,21.55,20.15,20.7,94939,,
2014-07-18,20.5,20.9,19.55,20.85,22072,,
2014-07-17,20.2,20.6,19.65,19.95,17155,,
2014-07-16,19.75,20.65,19.75,20.4,12884,,
2014-07-15,19.3,20.15,19.25,19.8,8922,,
2014-07-14,20.15,20.15,19.25,19.45,15433,,
2014-07-11,21.75,21.8,20.2,20.2,28812,,
2014-07-10,20.75,21.75,20,21.25,29963,,
2014-07-09,21.7,22.3,20.75,20.75,33226,,
2014-07-08,23,23.55,21.7,21.8,51315,,
2014-07-07,23.75,24,22.7,22.8,62497,,
2014-07-04,24.3,25.5,23.5,23.75,281166,,
2014-07-03,25.55,25.55,23.9,24.3,252301,,
2014-07-02,24.35,24.35,24.35,24.35,117308,,
2014-07-01,22.1,23.2,22.1,23.2,38266,,
2014-06-30,22.5,22.9,22,22.1,65561,,
2014-06-27,21.8,22.5,21.75,22.25,31748,,
2014-06-26,21.6,22.5,21.5,21.65,31372,,
2014-06-25,21.5,22.25,21.5,21.75,12127,,
2014-06-24,22,22.45,21.65,22.1,6486,,
2014-06-23,22.5,22.5,21.5,21.65,11818,,
2014-06-20,22.55,23,21.7,22.3,53931,,
2014-06-19,21.6,22.55,21.5,22.05,67069,,
2014-06-18,20.95,21.5,20.45,21.5,60904,,
2014-06-17,20,20.95,20,20.5,23499,,
2014-06-16,20.25,21.3,20.25,20.25,18308,,
2014-06-13,21.6,21.95,20.65,21.3,55995,,
2014-06-12,21.8,22.8,21.1,21.7,44225,,
2014-06-11,22.6,23.6,21.5,21.9,121855,,
2014-06-10,23.7,23.7,21.6,22.3,92424,,
2014-06-09,24,24.45,22.65,23.1,114262,,
2014-06-06,23.2,24.25,23,23.25,227769,,
2014-06-05,22.2,23.9,21.8,23.1,259290,,
2014-06-04,21.3,22.7,20.5,22.05,143108,,
2014-06-03,21.35,21.45,20.4,21.3,64017,,
2014-06-02,19.8,21.75,19.8,21.3,258194,,
2014-05-30,20,20.8,18.55,19.8,59679,,
2014-05-29,20.65,20.65,18.6,19.45,77287,,
2014-05-28,18.3,20.25,17.6,20.2,427519,,
2014-05-27,19.05,19.3,17.55,18.45,133729,,
2014-05-26,22.95,23.35,19.45,19.45,339382,,
2014-05-23,18.2,21.65,18.2,21.6,428315,,
2014-05-22,17.1,18.5,17.1,18.05,168551,,
2014-05-21,17.45,18.35,16.6,17.25,198168,,
2014-05-20,15,17.45,14.5,17.45,246936,,
2014-05-19,13,15.15,12.7,14.55,232327,,
2014-05-16,13.25,13.45,12,12.65,143209,,
2014-05-15,13.65,14.2,12.9,13.55,46904,,
2014-05-14,14,14,13.05,13.2,15293,,
2014-05-13,13.75,14.25,13.2,13.4,25305,,
2014-05-12,13.3,14,12.8,13.75,31483,,
2014-05-09,12.7,13.6,12.5,13.3,23930,,
2014-05-08,12.7,13.25,12.65,12.8,6895,,
2014-05-07,13,13.05,12.05,12.8,20815,,
2014-05-06,13.15,13.7,12.7,13.1,11380,,
2014-05-05,13,13.5,13,13.4,4713,,
2014-05-02,12.75,13.2,12.6,13.1,5468,,
2014-05-01,12.9,12.9,12.9,12.9,0,,
2014-04-30,13.15,13.75,12.8,12.9,30126,,
2014-04-29,13.5,13.5,13.15,13.25,14324,,
2014-04-28,13,14,13,13.5,15947,,
2014-04-25,13.65,14,13.55,13.7,10100,,
2014-04-24,13.55,13.55,13.55,13.55,0,,
2014-04-23,14.65,14.7,13.45,13.55,33637,,
2014-04-22,14.05,14.3,13.75,13.8,33948,,
2014-04-21,14.35,14.9,13.75,13.95,63968,,
2014-04-18,14.55,14.55,14.55,14.55,0,,
2014-04-17,14,14.8,13.75,14.55,97151,,
2014-04-16,14.5,14.9,13.65,14.35,27638,,
2014-04-15,14.9,15.5,14.3,14.35,44365,,
2014-04-14,15.15,15.15,15.15,15.15,0,,
2014-04-11,14.5,15.8,14.5,15.15,106346,,
2014-04-10,13.15,14.4,12.6,14.4,63689,,
2014-04-09,13.4,13.4,12.55,13.1,33977,,
2014-04-08,12.55,12.55,12.55,12.55,0,,
2014-04-07,12.55,13.7,12.4,12.55,18315,,
2014-04-04,12.75,12.8,12.45,12.55,14348,,
2014-04-03,13.25,13.45,11.55,12.65,27721,,
2014-04-02,12.25,13,11.9,12.65,22180,,
2014-04-01,12.25,12.25,11.8,12.05,10551,,
2014-03-31,11.5,12.25,11.5,12.15,22639,,
2014-03-28,11.65,12.25,11.35,11.5,12290,,
2014-03-27,11.25,11.65,11.2,11.45,9038,,
2014-03-26,12,12.2,11,11.35,152195,,
2014-03-25,13.25,13.25,11.35,12,24456,,
2014-03-24,13,13,12.15,12.6,33445,,
2014-03-21,13.1,13.1,11.65,12.85,31996,,
2014-03-20,11.55,12.05,11.55,11.95,16692,,
2014-03-19,11.45,12.1,11.15,11.75,23553,,
2014-03-18,11.9,12,11.5,11.65,16602,,
2014-03-17,12,12,12,12,0,,
2014-03-14,12.3,12.8,11.4,12,25136,,
2014-03-13,12.7,12.8,12.3,12.45,6716,,
2014-03-12,12.25,13,12,12.75,26839,,
2014-03-11,13.35,13.35,12.05,12.25,8876,,
2014-03-10,12.6,13.6,12,12.4,31897,,
2014-03-07,13.1,13.3,12.05,12.7,52836,,
